Unnamed: 0,Lake_type,Longitude,Latitude,Year_final,Lake_area_ha,Elevation_m,GLOF,Lake_type_simplified,is_supraglacial,Lake_area_calculated_ha,area_t1_10y,area_t2_10y,expansion_ha_peryr_10y
516,M(o),86.682,28.026,2023,18.71,5149,0,moraine,0,25.841183200054456,16.490980581748534,25.841183200048025,0.9350202618299491
517,M(o),86.721,28.017,2023,19.81,5066,0,moraine,0,96.87080451379693,79.74725766979574,96.87080454656113,1.7123546876765388
518,M(l),86.682,28.006,2023,17.13,4947,0,moraine,0,20.13859768196444,16.490980581748534,20.138597682281663,0.36476171005331287
519,I(s),86.863,28.112,2023,39.4,5218,0,ice,1,52.989093283352545,35.88013547788652,52.989093283350954,1.7108957805464435
520,E(o),87.15,28.274,2023,11.91,5012,0,other,0,10.281059676420837,8.541177492229686,10.281059676418014,0.17398821841883283
521,E(o),87.246,28.27,2023,15.31,5166,0,other,0,20.244081003555923,14.710299694873195,20.24408100355787,0.5533781308684675
522,M(e),87.053,28.226,2023,17.19,5050,0,moraine,0,53.25845158046128,53.495872002065205,53.25845158046244,-0.023742042160276356
523,E(o),87.101,28.208,2023,101.93,4852,0,other,0,94.24909487993834,92.66638462666315,94.2490948799398,0.15827102532766588
524,O,87.052,28.205,2023,65.11,4980,0,other,0,53.25845158046128,53.495872002065205,53.25845158046244,-0.023742042160276356
525,E(o),87.122,28.166,2023,12.23,5219,0,other,0,24.071512478678297,24.309047682248682,24.071512478683445,-0.023753520356523693
526,E(o),87.143,28.159,2023,18.93,5154,0,other,0,90.8146883641284,89.15202410464029,90.81468836413303,0.16626642594927432
527,O,87.158,28.152,2023,94.74,5141,0,other,0,90.8146883641284,89.15202410464029,90.81468836413303,0.16626642594927432
528,O,87.174,28.152,2023,10.97,5075,0,other,0,90.8146883641284,89.15202410464029,90.81468836413303,0.16626642594927432
529,M(o),87.105,28.142,2023,16.53,5472,0,moraine,0,25.892737525953176,26.051088618025304,25.89273752595593,-0.015835109206937405
530,M(o),87.112,28.142,2023,25.06,5470,0,moraine,0,25.892737525953176,26.051088618025304,25.89273752595593,-0.015835109206937405
531,M(e),87.082,28.13,2023,19.29,5518,0,moraine,0,20.426743117944977,17.81822350365263,20.42674311795997,0.260851961430734
532,M(o),87.065,28.111,2023,31.03,5468,0,moraine,0,19.16449783440471,17.81822350365263,19.164497834407875,0.13462743307552466
533,M(e),87.134,28.069,2023,25.49,4879,0,moraine,0,94.22434021362464,74.25401987911637,94.22434020947647,1.9970320330360096
534,M(e),87.047,28.068,2023,78.93,5589,0,moraine,0,94.21403529627754,79.7129480856554,94.21403529627699,1.450108721062159
535,M(o),87.193,28.065,2023,10.78,4837,0,moraine,0,75.68244401882599,77.66325973593733,75.68244404732657,-0.1980815688610761
536,M(e),87.167,28.039,2023,24.07,4739,0,moraine,0,70.13361787142887,54.28410380767874,70.13361787143417,1.5849514063755428
537,E(c),87.19,28.032,2023,27.29,5013,0,other,0,75.60319935202288,70.61048623674702,75.60319938052336,0.4992713143776342
538,M(e),87.028,28.007,2023,14.23,5509,0,moraine,0,13.87437822058243,13.477964133258126,13.874378220583688,0.03964140873255619
539,M(e),87.142,28.005,2023,43.7,4450,0,moraine,0,36.07411206534258,36.38450829731845,36.07411206532743,-0.031039623199102095
540,E(o),87.437,28.775,2023,21.8,5553,0,other,0,17.31624810160837,17.316245992873156,17.31624810160814,2.1087349821868884e-07
541,E(o),87.417,28.76,2023,15.68,5458,0,other,0,17.31624810160837,17.316245992873156,17.31624810160814,2.1087349821868884e-07
542,E(o),87.427,28.754,2023,13.58,5511,0,other,0,23.93366162513256,24.327290236798238,23.933661625126163,-0.03936286116720744
543,E(o),87.455,28.75,2023,31.67,5680,0,other,0,27.004031227528927,27.555099022442306,27.004031227518873,-0.05510677949234335
544,E(o),87.382,28.742,2023,41.57,5501,0,other,0,34.24964584144729,36.21799207294608,34.249645841445634,-0.19683462315004477
545,E(o),87.479,28.737,2023,23.55,5415,0,other,0,27.004031227528927,27.555099022442306,27.004031227518873,-0.05510677949234335
546,E(o),87.44,28.735,2023,23.96,5577,0,other,0,27.004031227528927,27.555099022442306,27.004031227518873,-0.05510677949234335
547,E(o),87.406,28.734,2023,18.44,5600,0,other,0,34.24964584144729,36.21799207294608,34.249645841445634,-0.19683462315004477
548,E(o),87.478,28.728,2023,24.81,5384,0,other,0,20.86752194805419,20.158820671156132,20.867522061301106,0.07087013901449737
549,M(e),86.379,28.393,2023,100.11,5482,0,moraine,0,131.7690602539644,92.66310130188863,131.76906025396931,3.9105958952080684
550,O,87.47,28.213,2023,131.39,4781,0,other,0,144.65114367083282,124.5508925809914,144.65114367083282,2.0100251089841423
551,M(e),87.479,28.172,2023,23.91,5290,0,moraine,0,44.08694778302501,25.891300152040102,44.08694778302501,1.8195647630984908
552,O,87.418,28.165,2023,10.93,4818,0,other,0,20.18809020523076,19.15888604098961,20.188090205230758,0.10292041642411469
553,M(e),87.487,28.161,2023,10.29,5298,0,moraine,0,94.14555186674085,70.31215071254184,94.14555186674083,2.3833401154198994
554,O,87.443,28.16,2023,32.33,4854,0,other,0,23.671618347577013,22.87992913404264,23.671618347577013,0.07916892135343723
555,M(o),87.469,28.148,2023,39.58,5106,0,moraine,0,97.70883795670888,71.97500587600453,97.70883795670888,2.5733832080704344
556,M(e),87.428,28.137,2023,25.85,5191,0,moraine,0,23.283005744582717,14.567842380604523,23.283005744582717,0.8715163363978193
557,E(o),87.354,28.064,2023,13.08,4190,0,other,0,0.4755536125503897,0.15848441044905182,0.4755536125503897,0.031706920210133785
558,E(o),87.27,28.023,2023,10.23,4636,0,other,0,25.289003193271537,24.09985120386957,25.289003193271537,0.11891519894019673
559,E(o),87.259,28.016,2023,33.07,4672,0,other,0,25.289003193271537,24.09985120386957,25.289003193271537,0.11891519894019673
560,E(o),87.297,28.012,2023,12.13,4416,0,other,0,8.403508311094873,8.244949242961754,8.403508311094873,0.015855906813311903
561,E(o),86.519,28.858,2023,81.24,5254,0,other,0,134.98730515519273,137.4258772294217,134.98730515519273,-0.2438572074228972
562,E(o),87.509,28.841,2023,25.2,5486,0,other,0,20.1371377188334,18.72123470087287,20.1371377188334,0.1415903017960531
563,E(o),86.522,28.832,2023,281.32,5319,0,other,0,266.524484123581,272.10981938114844,266.524484123581,-0.5585335257567465
564,O,87.553,28.773,2023,25.64,5319,0,other,0,20.22889001350532,19.835329068885393,20.228890013505318,0.03935609446199244
565,E(o),87.625,28.747,2023,17.28,5545,0,other,0,15.037657646761572,13.620490022731095,15.037657646761573,0.1417167624030478
566,O,87.548,28.712,2023,41.2,5188,0,other,0,47.656587149099735,33.871630043352475,47.656587149099735,1.378495710574726
567,E(o),87.534,28.694,2023,60.74,5158,0,other,0,47.656587149099735,33.871630043352475,47.656587149099735,1.378495710574726
568,M(o),87.634,28.268,2023,10.04,5674,0,moraine,0,37.25315948164623,18.349714895491562,37.25315948164623,1.8903444586154667
569,M(o),87.501,28.236,2023,20.48,5225,0,moraine,0,65.19356521924617,55.5411995575454,65.19356521924617,0.965236566170077
570,M(e),87.591,28.23,2023,78.9,5410,0,moraine,0,271.65749447327005,98.75535045448265,271.65749447327005,17.29021440187874
571,M(e),87.578,28.228,2023,21.94,5247,0,moraine,0,231.30308532713917,98.75535045448265,231.30308532713917,13.254773487265652
572,M(e),87.56,28.206,2023,15.95,5337,0,moraine,0,176.93984679265378,95.98580294775813,176.93984679265378,8.095404384489566
573,M(e),87.641,28.195,2023,47.42,5352,0,moraine,0,51.91841198374696,51.44353731697136,51.91841198374696,0.047487466677559806
574,M(e),87.563,28.178,2023,104.19,5011,0,moraine,0,34.90666768419397,85.56785123064897,34.90666768419397,-5.0661183546455
575,M(e),87.623,28.167,2023,20.87,5375,0,moraine,0,39.49745537127469,20.659364728755776,39.49745537127469,1.8838090642518914
576,M(e),87.578,28.164,2023,20.22,5171,0,moraine,0,91.18538178356089,102.18761496019955,91.18538178356089,-1.100223317663867
577,M(o),87.612,28.155,2023,13.82,5241,0,moraine,0,21.376941273975085,19.397579960427784,21.376941273975085,0.1979361313547301
578,M(o),87.599,28.131,2023,14.18,5261,0,moraine,0,96.4698813798197,70.17372539330475,96.4698813798197,2.629615598651495
579,M(e),87.615,28.118,2023,35.67,5052,0,moraine,0,96.8725141983031,78.97222546353483,96.8725141983031,1.7900288734768268
580,M(e),87.586,28.116,2023,12.43,5050,0,moraine,0,103.3680033663419,106.53750620842045,103.3680033663419,-0.31695028420785576
581,M(e),87.655,28.114,2023,146.34,4954,0,moraine,0,132.1117036572683,131.3196492217773,132.11170365726827,0.0792054435490968
582,M(e),87.584,28.107,2023,15.91,4968,0,moraine,0,103.3680033663419,106.53750620842045,103.3680033663419,-0.31695028420785576
583,M(e),87.637,28.093,2023,72.47,5178,0,moraine,0,78.11022218581124,62.96708085007318,78.11022218581124,1.5143141335738057
584,M(e),87.627,28.052,2023,18.4,5066,0,moraine,0,42.87972594193992,17.912575033266247,42.87972594193992,2.496715090867367
585,M(e),86.446,27.947,2023,156.76,5046,0,moraine,0,198.2763607218947,200.41930408830825,198.2763607218947,-0.21429433664135616
586,M(o),86.433,27.929,2023,31.99,5025,0,moraine,0,592.8858671775939,552.4948912121146,592.8858671775939,4.039097596547935
587,M(o),86.42,27.927,2023,15.72,5020,0,moraine,0,483.7098649157742,455.06240948076965,483.7098649157742,2.864745543500453
588,M(o),86.465,27.917,2023,17.56,5259,0,moraine,0,316.19486032590606,295.80229534754,316.19486032590606,2.0392564978366066
589,M(o),86.477,27.916,2023,14.08,5110,0,moraine,0,153.45193123459975,135.59939797225326,153.45193123459975,1.7852533262346497
590,M(e),86.476,27.861,2023,158.4,4550,0,moraine,0,163.38542582835592,150.84083695635871,163.38542582835592,1.2544588871997207
591,E(o),86.356,27.85,2023,11.18,4424,0,other,0,8.098575534626022,6.192286300420922,8.098575534626022,0.19062892342051
592,M(l),86.681,27.975,2023,57.83,4834,0,moraine,0,55.196915904097786,57.655431359506956,55.196915904097786,-0.245851545540917
593,M(l),86.69,27.951,2023,42.11,4741,0,moraine,0,39.97916968767124,40.6841439717255,39.97916968767124,-0.07049742840542592
594,M(l),86.699,27.941,2023,18.0,4709,0,moraine,0,39.97916968767124,39.741201841063976,39.97916968767124,0.02379678466072619
595,M(o),86.621,27.791,2023,46.73,5157,0,moraine,0,156.23766384897496,108.92574967224132,156.23766384897496,4.731191417673363
596,M(e),86.612,27.779,2023,117.31,4831,0,moraine,0,149.365829742197,108.92574967224132,149.365829742197,4.044008006995568
597,M(o),86.643,27.778,2023,29.27,5163,0,moraine,0,64.89947193807083,71.17413904853429,64.89947193807083,-0.6274667110463454
598,M(o),86.835,27.997,2023,11.55,5321,0,moraine,0,68.650501932338,74.91292532575265,68.650501932338,-0.626242339341465
599,I(s),86.804,27.975,2023,24.84,5183,0,ice,1,41.71532658750553,30.05733908009186,41.71532658750553,1.165798750741367
600,M(l),86.786,27.924,2023,54.85,4512,0,moraine,0,55.14391810391678,55.0645452577522,55.14391810391678,0.007937284616458129
601,M(e),86.925,27.898,2023,139.77,5003,0,moraine,0,171.7403646986305,106.04927011090906,171.7403646986305,6.569109458772142
602,E(c),86.913,27.894,2023,11.28,4986,0,other,0,171.7403646986305,84.99718603215214,171.7403646986305,8.674317866647835
603,M(o),86.937,27.857,2023,21.45,5473,0,moraine,0,189.08328680860453,246.15651680875703,189.08328680860453,-5.707323000015251
604,M(o),86.928,27.85,2023,48.86,5411,0,moraine,0,63.822568775814304,97.87759956579079,63.822568775814304,-3.4055030789976484
605,M(e),86.935,27.837,2023,29.39,5209,0,moraine,0,53.11724035871301,50.41761716628722,53.11724035871301,0.26996231924257896
606,M(o),86.917,27.832,2023,33.07,5360,0,moraine,0,53.11724035871301,50.41761716628722,53.11724035871301,0.26996231924257896
607,M(e),86.974,27.805,2023,16.77,5516,0,moraine,0,351.54418695982787,483.80912262153123,351.54418695982787,-13.226493566170337
608,M(e),86.966,27.799,2023,21.36,5396,0,moraine,0,406.0519057610891,581.6947133702095,406.0519057610891,-17.564280760912037
609,M(o),86.911,27.794,2023,18.87,5274,0,moraine,0,53.78362681599952,66.01728008876275,53.78362681599952,-1.2233653272763227
610,M(o),86.838,27.793,2023,22.89,5351,0,moraine,0,144.76552954187733,129.50895305081477,144.76552954187733,1.5256576491062561
611,M(e),86.957,27.783,2023,87.28,5198,0,moraine,0,339.875766292691,512.0245388795317,339.875766292691,-17.214877258684073
612,I(s),86.871,27.766,2023,13.68,4931,0,ice,1,53.552705534657065,42.03086290454006,53.552705534657065,1.1521842630117007
613,M(o),86.958,27.755,2023,86.5,4927,0,moraine,0,88.66780254580559,130.7267300878036,88.66780254580559,-4.2058927541998
614,M(o),86.91,27.719,2023,14.93,4989,0,moraine,0,16.693677362309238,9.300721566861938,16.693677362309238,0.73929557954473
615,M(o),86.792,27.696,2023,12.95,4951,0,moraine,0,34.10708080823191,35.617188756096766,34.10708080823191,-0.1510107947864853
616,M(e),86.858,27.687,2023,31.8,4764,0,moraine,0,31.335207236800866,39.12756884125353,31.335207236800862,-0.7792361604452666
617,E(o),86.853,27.681,2023,11.85,4694,0,other,0,31.335207236800866,39.12756884125353,31.335207236800862,-0.7792361604452666
618,E(c),87.247,27.959,2023,12.02,4457,0,other,0,8.09039793793992,8.090392422535347,8.09039793793992,5.515404573941396e-07
619,E(c),87.188,27.906,2023,33.14,4490,0,other,0,72.28056504163966,24.75924263538743,72.28056504163966,4.752132240625223
620,M(e),87.081,27.844,2023,41.15,4847,0,moraine,0,41.36474742061707,38.588244625143524,41.36474742061707,0.2776502795473547
621,M(o),87.095,27.829,2023,12.06,5225,0,moraine,0,77.02871433351967,47.566186115728776,77.02871433351967,2.9462528217790895
622,M(e),87.092,27.798,2023,182.16,4543,0,moraine,0,405.18312679487656,297.36416579819576,405.18312679487656,10.78189609966808
623,E(c),87.206,27.691,2023,11.49,4088,0,other,0,1.3515414576196236,1.908334688239715,1.3515414576196236,-0.05567932306200914
624,E(o),87.345,27.983,2023,26.18,3728,0,other,0,19.74577267999484,16.335842873876427,19.74577267999484,0.3409929806118413
625,E(c),87.349,27.948,2023,10.13,3991,0,other,0,11.658740567256574,6.108092695219859,11.658740567256574,0.5550647872036716
626,E(o),87.293,27.932,2023,12.13,4373,0,other,0,11.662294720148369,9.282254393453323,11.662294720148367,0.23800403266950437
627,E(c),87.306,27.918,2023,11.15,4416,0,other,0,11.662294720148369,9.282254393453323,11.662294720148367,0.23800403266950437
628,E(c),87.341,27.837,2023,19.17,4243,0,other,0,2.302831109917612,2.382190636333053,2.3028311099176118,-0.00793595264154412
629,E(c),87.522,27.997,2023,12.38,4720,0,other,0,8.721859843459413,3.964475306808981,8.721859843459413,0.4757384536650432
630,E(o),87.583,27.986,2023,12.33,4826,0,other,0,14.746542406555754,9.11924486035479,14.746542406555754,0.5627297546200964
631,E(c),87.557,27.979,2023,11.03,4767,0,other,0,9.833573367571184,9.11924486035479,9.833573367571185,0.07143285072163952
632,M(e),87.699,27.9,2023,11.27,5226,0,moraine,0,39.91856041522297,15.632426115908716,39.91856041522297,2.4286134299314255
633,E(c),87.737,27.864,2023,13.98,5337,0,other,0,126.0533024973436,36.11653734375905,126.05330249734361,8.993676515358455
634,M(e),87.749,27.816,2023,17.17,4903,0,moraine,0,16.599324927955628,15.566810451917869,16.599324927955628,0.10325144760377594
635,E(c),87.694,27.681,2023,13.3,4633,0,other,0,9.860604147924644,8.190662503374593,9.860604147924644,0.16699416445500503
636,E(c),87.517,27.681,2023,10.1,4472,0,other,0,6.361271818566862,1.6699461915046392,6.361271818566862,0.4691325627062223
637,E(o),87.703,27.651,2023,14.36,4460,0,other,0,8.512828822916664,3.977123596479225,8.512828822916664,0.45357052264374387
638,O,87.573,27.645,2023,11.78,3860,0,other,0,2.068244872496931,2.2273384235580704,2.068244872496931,-0.01590935510611393
639,E(c),87.633,27.639,2023,16.45,4289,0,other,0,9.146846340840192,4.375349871583432,9.146846340840192,0.47714964692567596
640,E(c),87.696,27.63,2023,14.11,4179,0,other,0,8.512828822916664,3.977123596479225,8.512828822916664,0.45357052264374387
641,E(o),87.706,27.629,2023,13.01,4319,0,other,0,8.512828822916664,3.977123596479225,8.512828822916664,0.45357052264374387
642,E(o),87.712,27.62,2023,12.63,4454,0,other,0,8.512828822916664,3.8188323049728714,8.512828822916664,0.4693996517943792
643,E(c),87.543,27.617,2023,10.93,4471,0,other,0,1.2728798124410474,0.23870091119960357,1.2728798124410474,0.1034178901241444
644,M(l),87.884,27.969,2023,17.9,5597,0,moraine,0,16.496631843420193,17.05180534635995,16.496631843420193,-0.05551735029397555
645,M(e),87.814,27.964,2023,40.61,5249,0,moraine,0,101.84374103165383,63.21820887305169,101.84374103165385,3.862553215860216
646,M(e),87.908,27.952,2023,64.79,5165,0,moraine,0,72.26477574322686,77.73815989177199,72.26477574322686,-0.5473384148545122
647,M(e),87.93,27.95,2023,83.66,5106,0,moraine,0,72.74077191626198,78.69015524001257,72.74077191626198,-0.5949383323750596
648,M(e),88.002,27.928,2023,113.22,5348,0,moraine,0,104.0152648975858,101.55566193439438,104.01526489758581,0.2459602963191429
649,M(e),87.771,27.926,2023,97.66,4913,0,moraine,0,99.9715594855851,94.41722843769216,99.9715594855851,0.5554331047892944
650,M(e),87.805,27.881,2023,34.32,4690,0,moraine,0,35.63932969786466,36.9092693727563,35.63932969786466,-0.12699396748916386
651,M(e),87.866,27.869,2023,68.12,4910,0,moraine,0,67.39677226303363,67.71431348221593,67.39677226303363,-0.03175412191823028
652,O,87.831,27.849,2023,33.5,4437,0,other,0,31.75951391326018,32.235907863631354,31.75951391326018,-0.04763939503711754
653,M(e),87.974,27.793,2023,22.32,5183,0,moraine,0,20.89247840533748,18.66820049526003,20.892478405337478,0.2224277910077447
654,M(o),87.934,27.79,2023,14.1,4938,0,moraine,0,11.836747418474834,21.609189117065842,11.836747418474834,-0.9772441698591008
655,E(c),87.777,27.757,2023,25.46,4708,0,other,0,20.263748004462695,15.972596544435454,20.263748004462695,0.42911514600272405
656,E(c),87.782,27.745,2023,19.69,4775,0,other,0,20.263748004462695,15.972596544435454,20.263748004462695,0.42911514600272405
657,E(o),87.778,27.738,2023,22.06,4705,0,other,0,20.263748004462695,15.972596544435454,20.263748004462695,0.42911514600272405
658,M(e),88.241,28.004,2023,41.8,5269,0,moraine,0,59.7779187010101,59.06433727581569,59.7779187010101,0.07135814251944125
659,O,88.427,28.054,2023,101.66,4888,0,other,0,86.61779007606542,54.04525928611946,86.61779007606542,3.2572530789945957
660,E(o),88.461,28.033,2023,13.87,5156,0,other,0,11.255420382615528,10.62130677265417,11.255420382615528,0.06341136099613572
661,M(e),88.355,28.022,2023,56.29,5195,0,moraine,0,44.78781996237565,48.67212513440738,44.78781996237565,-0.38843051720317306
662,M(e),88.288,28.017,2023,50.43,5268,0,moraine,0,49.309104012613425,48.992028860593415,49.309104012613425,0.03170751520200099
663,M(e),88.259,28.009,2023,59.7,5256,0,moraine,0,59.7779187010101,59.06433727581569,59.7779187010101,0.07135814251944125
664,M(e),88.32,28.005,2023,38.58,5104,0,moraine,0,37.50130175728986,36.549868274589414,37.50130175728986,0.09514334827004448
665,M(e),88.221,27.988,2023,11.94,5372,0,moraine,0,41.78371212949705,35.678348872768005,41.78371212949705,0.6105363256729042
666,M(e),88.075,27.946,2023,148.59,5488,0,moraine,0,173.25384150268908,138.90225470063362,173.25384150268908,3.4351586802055465
667,M(o),88.041,27.943,2023,10.32,5821,0,moraine,0,87.42917071406283,83.0654520300699,87.42917071406283,0.4363718683992929
668,M(e),88.066,27.933,2023,83.35,5563,0,moraine,0,173.25384150268908,138.90225470063362,173.25384150268908,3.4351586802055465
669,M(e),88.019,27.928,2023,13.25,5692,0,moraine,0,104.0152648975858,101.55566193439438,104.01526489758581,0.2459602963191429
670,M(e),88.078,27.835,2023,16.48,5604,0,moraine,0,78.61786517560324,23.18769581790444,78.61786517560324,5.54301693576988
671,M(o),88.05,27.545,2023,25.72,5020,0,moraine,0,26.03573060150881,26.59836045125305,26.03573060150881,-0.05626298497442406
672,M(e),88.402,27.994,2023,18.97,5171,0,moraine,0,20.695130718855037,18.9507287658809,20.695130718855037,0.17444019529741367
673,O,82.173,30.478,2023,31.29,5250,0,other,0,28.71216243708182,27.241719097250794,28.71216243708182,0.14704433398310252
674,O,82.06,30.468,2023,378.8,5180,0,other,0,373.3702880301444,365.39814695341715,373.37028803014437,0.7972141076727212
675,O,82.108,30.461,2023,16.73,5177,0,other,0,22.447401050265302,21.982958763815397,22.447401050265302,0.04644422864499056
676,O,82.181,30.431,2023,32.23,5000,0,other,0,33.68744941621582,30.12509422561599,33.68744941621582,0.35623551905998313
677,O,82.171,30.413,2023,37.71,5002,0,other,0,76.29273777337781,75.90547532638705,76.29273777337781,0.03872624469907606
678,E(o),82.192,30.398,2023,86.53,5203,0,other,0,83.10904770308579,82.4894115087577,83.10904770308579,0.06196361943280948
679,E(o),82.156,30.366,2023,12.73,5450,0,other,0,10.614772464239923,10.382327185909007,10.614772464239923,0.02324452783309159
680,M(e),82.055,30.362,2023,56.83,5283,0,moraine,0,45.94745991864916,11.157771432256856,45.94745991864916,3.47896884863923
681,O,82.238,30.352,2023,29.81,5106,0,other,0,23.5571371272684,21.387382666479837,23.557137127268398,0.21697544607885605
682,M(e),82.141,30.34,2023,16.12,5580,0,moraine,0,43.09983280031515,16.1200587342942,43.09983280031515,2.697977406602095
683,M(e),82.169,30.282,2023,16.58,5339,0,moraine,0,54.65837683704534,8.915744318083703,54.65837683704534,4.574263251896164
684,M(e),82.209,30.255,2023,128.7,5057,0,moraine,0,201.47750202373044,90.98673273700392,201.47750202373044,11.049076928672651
685,M(e),82.232,30.221,2023,44.31,5582,0,moraine,0,53.458719025285184,39.495363636316924,53.458719025285184,1.396335538896826
686,O,82.362,30.432,2023,152.61,4882,0,other,0,153.84901546469263,152.99733399942434,153.84901546469263,0.08516814652682854
687,O,82.302,30.419,2023,901.4,4931,0,other,0,907.2631035223312,912.2200691468689,907.2631035223311,-0.4956965624537816
688,O,82.355,30.407,2023,23.16,4870,0,other,0,97.32851482406856,97.09622467153055,97.32851482406856,0.023229015253801322
689,O,82.256,30.406,2023,14.1,4936,0,other,0,8.751620837979424,5.807803680269911,8.751620837979424,0.29438171577095124
690,O,82.273,30.371,2023,10.68,4966,0,other,0,9.219649684244017,53.69142240332788,9.219649684244017,-4.4471772719083855
691,O,82.271,30.342,2023,69.03,4993,0,other,0,68.81915842887229,67.73423310534736,68.81915842887229,0.10849253235249279
692,O,82.27,30.329,2023,58.67,4990,0,other,0,68.81915842887229,67.73423310534736,68.81915842887229,0.10849253235249279
693,O,82.272,30.318,2023,15.62,4996,0,other,0,65.41792868614591,62.6969983719635,65.41792868614591,0.2720930314182411
694,O,82.259,30.311,2023,25.33,4997,0,other,0,65.41792868614591,59.8372058685092,65.41792868614591,0.5580722817636712
695,O,82.486,30.217,2023,25.14,4791,0,other,0,5.664623340326,25.529637346264288,5.664623340326,-1.9865014005938288
696,E(o),82.404,30.106,2023,48.23,4912,0,other,0,44.82433082278413,44.66896188973033,44.82433082278413,0.015536893305379352
697,M(e),82.27,30.103,2023,203.15,4875,0,moraine,0,225.2934587388773,179.7675822374236,225.2934587388773,4.5525876501453695
698,M(e),82.343,30.079,2023,91.73,4849,0,moraine,0,88.74086166031208,85.0887564140269,88.74086166031208,0.36521052462851744
699,O,82.526,30.832,2023,14.79,5307,0,other,0,11.643362287400974,6.014485482826489,11.643362287400974,0.5628876804574485
700,M(o),82.75,30.807,2023,14.74,5547,0,moraine,0,14.268631100155906,9.871955602622396,14.268631100155906,0.439667549753351
701,O,82.652,30.608,2023,20.59,5088,0,other,0,10.356479696972514,14.452684384588993,10.356479696972514,-0.4096204687616479
702,O,82.589,30.257,2023,19.38,4778,0,other,0,19.934566953440175,18.38322718325439,19.934566953440175,0.1551339770185784
703,O,82.859,30.881,2023,146.23,5446,0,other,0,137.02877483998637,138.03069332507806,137.02877483998637,-0.10019184850916929
704,M(o),82.754,30.811,2023,10.06,5551,0,moraine,0,14.268631100155906,9.871955602622396,14.268631100155906,0.439667549753351
705,O,82.88,30.654,2023,12.36,5322,0,other,0,5.793776041171726,5.948278368109253,5.793776041171726,-0.015450232693752675
706,M(o),82.906,30.572,2023,14.28,5553,0,moraine,0,27.14057317912136,27.218010657978297,27.14057317912136,-0.007743747885693608
707,M(o),82.921,30.563,2023,26.68,5607,0,moraine,0,27.14057317912136,27.218010657978297,27.14057317912136,-0.007743747885693608
708,M(o),82.958,30.551,2023,29.39,5558,0,moraine,0,24.591817433837477,22.735828196907583,24.591817433837477,0.18559892369298936
709,O,82.756,30.116,2023,12.66,4842,0,other,0,6.136484760356175,9.010519776990042,6.136484760356175,-0.2874035016633868
710,M(o),82.479,29.984,2023,11.89,5223,0,moraine,0,22.71542283720361,22.482004373979596,22.71542283720361,0.023341846322401594
711,M(e),82.496,29.969,2023,23.18,4995,0,moraine,0,61.058859343610926,60.903314617687414,61.058859343610926,0.015554472592351232
712,E(o),82.535,29.985,2023,392.72,4829,0,other,0,383.4534138267584,378.16452532906203,383.4534138267584,0.5288888497696348
713,E(o),82.567,29.98,2023,19.61,4845,0,other,0,176.2498353902152,172.67193817402327,176.2498353902152,0.35778972161919287
714,M(o),82.589,29.98,2023,48.6,4853,0,moraine,0,45.659137392954776,46.43698383916057,45.659137392954776,-0.07778464462057925
715,M(e),82.508,29.962,2023,25.57,5084,0,moraine,0,76.30385492277821,76.07052784596276,76.30385492277821,0.023332707681545627
716,M(e),82.603,29.94,2023,28.46,4891,0,moraine,0,40.23686321173822,38.99161459873967,40.23686321173822,0.12452486129985445
717,M(e),82.618,29.924,2023,41.72,4960,0,moraine,0,40.23686321173822,38.99161459873967,40.23686321173822,0.12452486129985445
718,M(e),82.782,29.84,2023,291.26,5058,0,moraine,0,331.7510376969659,290.93169734321486,331.7510376969659,4.081934035375104
719,M(e),82.853,29.796,2023,53.83,5160,0,moraine,0,54.93915679821488,33.04127395807227,54.93915679821488,2.1897882840142615
720,M(e),82.885,29.762,2023,40.66,5118,0,moraine,0,42.797214808996415,34.53352070054575,42.797214808996415,0.8263694108450664
721,M(e),82.974,29.735,2023,80.86,5337,0,moraine,0,93.18100137254244,76.25939665487188,93.18100137254243,1.6921604717670546
722,M(e),82.984,29.688,2023,45.06,5089,0,moraine,0,64.12551280202977,46.18261315743599,64.12551280202977,1.7942899644593786
723,E(o),83.044,30.538,2023,26.81,5375,0,other,0,21.733368316838423,20.341207499463227,21.733368316838426,0.13921608173751993
724,E(o),83.073,30.529,2023,27.15,5609,0,other,0,40.07478473445013,21.812641410151297,40.07478473445013,1.826214332429883
725,M(o),83.327,30.751,2023,12.34,5631,0,moraine,0,13.122617625827685,10.727007828202446,13.122617625827683,0.23956097976252372
726,M(e),83.365,30.58,2023,10.59,5719,0,moraine,0,18.552689632385853,10.127519388614417,18.552689632385853,0.8425170243771436
727,O,83.519,30.591,2023,270.94,5227,0,other,0,146.87350999887158,245.35491339483013,146.87350999887158,-9.848140339595854
728,O,83.518,30.563,2023,42.47,5240,0,other,0,77.76831271179192,126.16344521993217,77.76831271179192,-4.839513250814025
729,O,83.512,30.551,2023,16.57,5239,0,other,0,33.86739236600171,25.90298367458925,33.86739236600171,0.7964408691412459
730,O,83.764,30.669,2023,12.51,5193,0,other,0,10.50440007905444,9.500304341222911,10.50440007905444,0.10040957378315288
731,O,83.763,30.662,2023,13.83,5192,0,other,0,10.50440007905444,9.500304341222911,10.50440007905444,0.10040957378315288
732,O,83.754,30.617,2023,25.44,5181,0,other,0,8.578530044532961,7.341977353383972,8.578530044532961,0.12365526911489892
